day,timestamp,action,actor,amount,rewardRatePioneersScaled,rewardRateTakadaoScaled,periodFinish,revenuePerNftOwnedByPioneers,takadaoRevenueScaled,totalSupply,balanceOfActor,earnedViewBefore,approvedDeposits
16,1382401,CLAIM,0x6f64f6D0d58ACABD288774e993d9caCFa3FC88eE,14959229,2816188767657984992170,938729589219328330720,3974401,9212625426940205264452311,641812904743500966754771200,209,7,14959229,10103879784
16,1382401,CLAIM,0x949e63296823174a1d244FfbC90EC87d75C40936,53425819,2816188767657984992170,938729589219328330720,3974401,9212625426940205264452311,641812904743500966754771200,209,25,53425819,10050453965
16,1382401,CLAIM,0x4Eb7Cb5411D13014A69EDc089AA75a6E1fd0Aa68,25644393,2816188767657984992170,938729589219328330720,3974401,9212625426940205264452311,641812904743500966754771200,209,12,25644393,10024809572
16,1382401,CLAIM,0x5F51853276D59b6C99D2042B16B92861C52542d1,19233295,2816188767657984992170,938729589219328330720,3974401,9212625426940205264452311,641812904743500966754771200,209,9,19233295,10005576277
16,1382401,CLAIM,0x19e119167095b4F035A906eAFBb66d733545E208,8548131,2816188767657984992170,938729589219328330720,3974401,9212625426940205264452311,641812904743500966754771200,209,4,8548131,9997028146
16,1382401,CLAIM,0xd762E1dF1a61F5b70b30Cd74d3127489Af15D974,70522081,2816188767657984992170,938729589219328330720,3974401,9212625426940205264452311,641812904743500966754771200,209,33,70522081,9926506065
16,1382401,CLAIM,0xc3D8008aE66FeA0044187cc7cd0E3Fb202FD4041,44877688,2816188767657984992170,938729589219328330720,3974401,9212625426940205264452311,641812904743500966754771200,209,21,44877688,9881628377
16,1382401,TAKADAO_CLAIM,0x078f490882dF07cf2DF165C57EA0901ad123FE63,148879950,2816188767657984992170,938729589219328330720,3974401,9212625426940205264452311,641812904743500966754771200,209,0,148879950,9732748427
17,1468801,DEPOSIT,0x8Be46BE34e3CCd3BCdDabCe1E7Ed397CB8Cf8731,500000000,2866991734661978085023,955663911553992695004,4060801,10376829778737573222937899,722919141252050934528979200,209,0,0,10232748427
18,1555201,DEPOSIT,0x8Be46BE34e3CCd3BCdDabCe1E7Ed397CB8Cf8731,900000000,3031842010173245482188,1010614003391081827392,4147201,11562035931248553637033531,805488503210315903377324800,209,0,0,11132748427
18,1555201,CLAIM,0x5935897A39AFABbedA5a599D38236E7Df151C8b8,117470525,3031842010173245482188,1010614003391081827392,4147201,11562035931248553637033531,805488503210315903377324800,209,50,117470525,11015277902
18,1555201,CLAIM,0x8105660Af15a4eB54Fa0571BC84DFBEC0294A99A,70482315,3031842010173245482188,1010614003391081827392,4147201,11562035931248553637033531,805488503210315903377324800,209,30,70482315,10944795587
18,1555201,CLAIM,0xa78Cac12f68179fd780Ae347F8D4F170FC615D0C,42289389,3031842010173245482188,1010614003391081827392,4147201,11562035931248553637033531,805488503210315903377324800,209,18,42289389,10902506198
18,1555201,CLAIM,0x6f64f6D0d58ACABD288774e993d9caCFa3FC88eE,16445873,3031842010173245482188,1010614003391081827392,4147201,11562035931248553637033531,805488503210315903377324800,209,7,16445873,10886060325
18,1555201,CLAIM,0x949e63296823174a1d244FfbC90EC87d75C40936,58735262,3031842010173245482188,1010614003391081827392,4147201,11562035931248553637033531,805488503210315903377324800,209,25,58735262,10827325063
18,1555201,CLAIM,0x4Eb7Cb5411D13014A69EDc089AA75a6E1fd0Aa68,28192926,3031842010173245482188,1010614003391081827392,4147201,11562035931248553637033531,805488503210315903377324800,209,12,28192926,10799132137
18,1555201,CLAIM,0x5F51853276D59b6C99D2042B16B92861C52542d1,21144694,3031842010173245482188,1010614003391081827392,4147201,11562035931248553637033531,805488503210315903377324800,209,9,21144694,10777987443
18,1555201,CLAIM,0x19e119167095b4F035A906eAFBb66d733545E208,9397642,3031842010173245482188,1010614003391081827392,4147201,11562035931248553637033531,805488503210315903377324800,209,4,9397642,10768589801
18,1555201,CLAIM,0xd762E1dF1a61F5b70b30Cd74d3127489Af15D974,77530546,3031842010173245482188,1010614003391081827392,4147201,11562035931248553637033531,805488503210315903377324800,209,33,77530546,10691059255
18,1555201,CLAIM,0xc3D8008aE66FeA0044187cc7cd0E3Fb202FD4041,49337620,3031842010173245482188,1010614003391081827392,4147201,11562035931248553637033531,805488503210315903377324800,209,21,49337620,10641721635
18,1555201,TAKADAO_CLAIM,0x078f490882dF07cf2DF165C57EA0901ad123FE63,163675598,3031842010173245482188,1010614003391081827392,4147201,11562035931248553637033531,805488503210315903377324800,209,0,163675598,10478046037
19,1641601,DEPOSIT,0x8Be46BE34e3CCd3BCdDabCe1E7Ed397CB8Cf8731,700000000,3133326906130433595744,1044442302043477865244,4233601,12815390714401512534933259,892805553103305373263993600,209,0,0,11178046037
20,1728001,DEPOSIT,0x8Be46BE34e3CCd3BCdDabCe1E7Ed397CB8Cf8731,500000000,3173558601852011735145,1057852867284003911711,4320001,14110699062198974078819773,983045367999861860821075200,209,0,0,11678046037
20,1728001,CLAIM,0x5935897A39AFABbedA5a599D38236E7Df151C8b8,127433156,3173558601852011735145,1057852867284003911711,4320001,14110699062198974078819773,983045367999861860821075200,209,50,127433156,11550612881
20,1728001,CLAIM,0x8105660Af15a4eB54Fa0571BC84DFBEC0294A99A,76459893,3173558601852011735145,1057852867284003911711,4320001,14110699062198974078819773,983045367999861860821075200,209,30,76459893,11474152988
20,1728001,CLAIM,0xa78Cac12f68179fd780Ae347F8D4F170FC615D0C,45875936,3173558601852011735145,1057852867284003911711,4320001,14110699062198974078819773,983045367999861860821075200,209,18,45875936,11428277052
20,1728001,CLAIM,0x6f64f6D0d58ACABD288774e993d9caCFa3FC88eE,17840641,3173558601852011735145,1057852867284003911711,4320001,14110699062198974078819773,983045367999861860821075200,209,7,17840641,11410436411
20,1728001,CLAIM,0x949e63296823174a1d244FfbC90EC87d75C40936,63716578,3173558601852011735145,1057852867284003911711,4320001,14110699062198974078819773,983045367999861860821075200,209,25,63716578,11346719833
20,1728001,CLAIM,0x4Eb7Cb5411D13014A69EDc089AA75a6E1fd0Aa68,30583957,3173558601852011735145,1057852867284003911711,4320001,14110699062198974078819773,983045367999861860821075200,209,12,30583957,11316135876
20,1728001,CLAIM,0x5F51853276D59b6C99D2042B16B92861C52542d1,22937968,3173558601852011735145,1057852867284003911711,4320001,14110699062198974078819773,983045367999861860821075200,209,9,22937968,11293197908
20,1728001,CLAIM,0x19e119167095b4F035A906eAFBb66d733545E208,10194652,3173558601852011735145,1057852867284003911711,4320001,14110699062198974078819773,983045367999861860821075200,209,4,10194652,11283003256
20,1728001,CLAIM,0xd762E1dF1a61F5b70b30Cd74d3127489Af15D974,84105883,3173558601852011735145,1057852867284003911711,4320001,14110699062198974078819773,983045367999861860821075200,209,33,84105883,11198897373
20,1728001,CLAIM,0xc3D8008aE66FeA0044187cc7cd0E3Fb202FD4041,53521925,3173558601852011735145,1057852867284003911711,4320001,14110699062198974078819773,983045367999861860821075200,209,21,53521925,11145375448
20,1728001,TAKADAO_CLAIM,0x078f490882dF07cf2DF165C57EA0901ad123FE63,177556864,3173558601852011735145,1057852867284003911711,4320001,14110699062198974078819773,983045367999861860821075200,209,0,177556864,10967818584
21,1814401,DEPOSIT,0x8Be46BE34e3CCd3BCdDabCe1E7Ed397CB8Cf8731,800000000,3299254796605092825454,1099751598868364275147,4406401,15422639077510044958803160,1074443855733199798792905600,209,0,0,11767818584
22,1900801,DEPOSIT,0x8Be46BE34e3CCd3BCdDabCe1E7Ed397CB8Cf8731,600000000,3362890747829367509049,1120963582609789169679,4492801,16786541538881719696215722,1169462393875426472165606400,209,0,0,12367818584
22,1900801,CLAIM,0x5935897A39AFABbedA5a599D38236E7Df151C8b8,133792123,3362890747829367509049,1120963582609789169679,4492801,16786541538881719696215722,1169462393875426472165606400,209,50,133792123,12234026461
22,1900801,CLAIM,0x8105660Af15a4eB54Fa0571BC84DFBEC0294A99A,80275274,3362890747829367509049,1120963582609789169679,4492801,16786541538881719696215722,1169462393875426472165606400,209,30,80275274,12153751187
22,1900801,CLAIM,0xa78Cac12f68179fd780Ae347F8D4F170FC615D0C,48165164,3362890747829367509049,1120963582609789169679,4492801,16786541538881719696215722,1169462393875426472165606400,209,18,48165164,12105586023
22,1900801,CLAIM,0x6f64f6D0d58ACABD288774e993d9caCFa3FC88eE,18730897,3362890747829367509049,1120963582609789169679,4492801,16786541538881719696215722,1169462393875426472165606400,209,7,18730897,12086855126
22,1900801,CLAIM,0x949e63296823174a1d244FfbC90EC87d75C40936,66896061,3362890747829367509049,1120963582609789169679,4492801,16786541538881719696215722,1169462393875426472165606400,209,25,66896061,12019959065
22,1900801,CLAIM,0x4Eb7Cb5411D13014A69EDc089AA75a6E1fd0Aa68,32110109,3362890747829367509049,1120963582609789169679,4492801,16786541538881719696215722,1169462393875426472165606400,209,12,32110109,11987848956
22,1900801,CLAIM,0x5F51853276D59b6C99D2042B16B92861C52542d1,24082582,3362890747829367509049,1120963582609789169679,4492801,16786541538881719696215722,1169462393875426472165606400,209,9,24082582,11963766374
22,1900801,CLAIM,0x19e119167095b4F035A906eAFBb66d733545E208,10703369,3362890747829367509049,1120963582609789169679,4492801,16786541538881719696215722,1169462393875426472165606400,209,4,10703369,11953063005
22,1900801,CLAIM,0xd762E1dF1a61F5b70b30Cd74d3127489Af15D974,88302801,3362890747829367509049,1120963582609789169679,4492801,16786541538881719696215722,1169462393875426472165606400,209,33,88302801,11864760204
22,1900801,CLAIM,0xc3D8008aE66FeA0044187cc7cd0E3Fb202FD4041,56192692,3362890747829367509049,1120963582609789169679,4492801,16786541538881719696215722,1169462393875426472165606400,209,21,56192692,11808567512
22,1900801,TAKADAO_CLAIM,0x078f490882dF07cf2DF165C57EA0901ad123FE63,186417025,3362890747829367509049,1120963582609789169679,4492801,16786541538881719696215722,1169462393875426472165606400,209,0,186417025,11622150487
23,1987201,DEPOSIT,0x8Be46BE34e3CCd3BCdDabCe1E7Ed397CB8Cf8731,1000000000,3540146241420240443932,1180048747140080147973,4579201,18176750919802568274119232,1266313647412912256425872000,209,0,0,12622150487
24,2073601,DEPOSIT,0x8Be46BE34e3CCd3BCdDabCe1E7Ed397CB8Cf8731,500000000,3566817292632158355060,1188939097544052785015,4665601,19640237212906438007878680,1368269859165815181210739200,209,0,0,13122150487
24,2073601,CLAIM,0x5935897A39AFABbedA5a599D38236E7Df151C8b8,142684783,3566817292632158355060,1188939097544052785015,4665601,19640237212906438007878680,1368269859165815181210739200,209,50,142684783,12979465704
24,2073601,CLAIM,0x8105660Af15a4eB54Fa0571BC84DFBEC0294A99A,85610870,3566817292632158355060,1188939097544052785015,4665601,19640237212906438007878680,1368269859165815181210739200,209,30,85610870,12893854834
24,2073601,CLAIM,0xa78Cac12f68179fd780Ae347F8D4F170FC615D0C,51366522,3566817292632158355060,1188939097544052785015,4665601,19640237212906438007878680,1368269859165815181210739200,209,18,51366522,12842488312
24,2073601,CLAIM,0x6f64f6D0d58ACABD288774e993d9caCFa3FC88eE,19975869,3566817292632158355060,1188939097544052785015,4665601,19640237212906438007878680,1368269859165815181210739200,209,7,19975869,12822512443
24,2073601,CLAIM,0x949e63296823174a1d244FfbC90EC87d75C40936,71342391,3566817292632158355060,1188939097544052785015,4665601,19640237212906438007878680,1368269859165815181210739200,209,25,71342391,12751170052
24,2073601,CLAIM,0x4Eb7Cb5411D13014A69EDc089AA75a6E1fd0Aa68,34244348,3566817292632158355060,1188939097544052785015,4665601,19640237212906438007878680,1368269859165815181210739200,209,12,34244348,12716925704
24,2073601,CLAIM,0x5F51853276D59b6C99D2042B16B92861C52542d1,25683261,3566817292632158355060,1188939097544052785015,4665601,19640237212906438007878680,1368269859165815181210739200,209,9,25683261,12691242443
24,2073601,CLAIM,0x19e119167095b4F035A906eAFBb66d733545E208,11414782,3566817292632158355060,1188939097544052785015,4665601,19640237212906438007878680,1368269859165815181210739200,209,4,11414782,12679827661
24,2073601,CLAIM,0xd762E1dF1a61F5b70b30Cd74d3127489Af15D974,94171957,3566817292632158355060,1188939097544052785015,4665601,19640237212906438007878680,1368269859165815181210739200,209,33,94171957,12585655704
24,2073601,CLAIM,0xc3D8008aE66FeA0044187cc7cd0E3Fb202FD4041,59927609,3566817292632158355060,1188939097544052785015,4665601,19640237212906438007878680,1368269859165815181210739200,209,21,59927609,12525728095
24,2073601,TAKADAO_CLAIM,0x078f490882dF07cf2DF165C57EA0901ad123FE63,198807465,3566817292632158355060,1188939097544052785015,4665601,19640237212906438007878680,1368269859165815181210739200,209,0,198807465,12326920630
25,2160001,DEPOSIT,0x8Be46BE34e3CCd3BCdDabCe1E7Ed397CB8Cf8731,600000000,3621534493988864187669,1207178164662954729218,4752001,21114749242013703471405876,1470994197193621341836035200,209,0,0,12926920630
26,2246401,DEPOSIT,0x8Be46BE34e3CCd3BCdDabCe1E7Ed397CB8Cf8731,900000000,3761233344189235381413,1253744448063078460466,4838401,22611881205078956417887223,1575294390620500630440470400,209,0,0,13826920630
26,2246401,CLAIM,0x5935897A39AFABbedA5a599D38236E7Df151C8b8,148582199,3761233344189235381413,1253744448063078460466,4838401,22611881205078956417887223,1575294390620500630440470400,209,50,148582199,13678338431
26,2246401,CLAIM,0x8105660Af15a4eB54Fa0571BC84DFBEC0294A99A,89149319,3761233344189235381413,1253744448063078460466,4838401,22611881205078956417887223,1575294390620500630440470400,209,30,89149319,13589189112
26,2246401,CLAIM,0xa78Cac12f68179fd780Ae347F8D4F170FC615D0C,53489591,3761233344189235381413,1253744448063078460466,4838401,22611881205078956417887223,1575294390620500630440470400,209,18,53489591,13535699521
26,2246401,CLAIM,0x6f64f6D0d58ACABD288774e993d9caCFa3FC88eE,20801507,3761233344189235381413,1253744448063078460466,4838401,22611881205078956417887223,1575294390620500630440470400,209,7,20801507,13514898014
26,2246401,CLAIM,0x949e63296823174a1d244FfbC90EC87d75C40936,74291099,3761233344189235381413,1253744448063078460466,4838401,22611881205078956417887223,1575294390620500630440470400,209,25,74291099,13440606915
26,2246401,CLAIM,0x4Eb7Cb5411D13014A69EDc089AA75a6E1fd0Aa68,35659727,3761233344189235381413,1253744448063078460466,4838401,22611881205078956417887223,1575294390620500630440470400,209,12,35659727,13404947188
26,2246401,CLAIM,0x5F51853276D59b6C99D2042B16B92861C52542d1,26744795,3761233344189235381413,1253744448063078460466,4838401,22611881205078956417887223,1575294390620500630440470400,209,9,26744795,13378202393
26,2246401,CLAIM,0x19e119167095b4F035A906eAFBb66d733545E208,11886575,3761233344189235381413,1253744448063078460466,4838401,22611881205078956417887223,1575294390620500630440470400,209,4,11886575,13366315818
26,2246401,CLAIM,0xd762E1dF1a61F5b70b30Cd74d3127489Af15D974,98064251,3761233344189235381413,1253744448063078460466,4838401,22611881205078956417887223,1575294390620500630440470400,209,33,98064251,13268251567
26,2246401,CLAIM,0xc3D8008aE66FeA0044187cc7cd0E3Fb202FD4041,62404523,3761233344189235381413,1253744448063078460466,4838401,22611881205078956417887223,1575294390620500630440470400,209,21,62404523,13205847044
26,2246401,TAKADAO_CLAIM,0x078f490882dF07cf2DF165C57EA0901ad123FE63,207024531,3761233344189235381413,1253744448063078460466,4838401,22611881205078956417887223,1575294390620500630440470400,209,0,207024531,12998822513
27,2332801,DEPOSIT,0x8Be46BE34e3CCd3BCdDabCe1E7Ed397CB8Cf8731,800000000,3867340380864409016847,1289113460288136338944,4924801,24166764271767712097093362,1683617910933150609424732800,209,0,0,13798822513
28,2419201,DEPOSIT,0x8Be46BE34e3CCd3BCdDabCe1E7Ed397CB8Cf8731,600000000,3912040145946706494063,1304013381982235498016,5011201,25765511682804482140421499,1794997313902045589109494400,209,0,0,14398822513
28,2419201,CLAIM,0x5935897A39AFABbedA5a599D38236E7Df151C8b8,157681523,3912040145946706494063,1304013381982235498016,5011201,25765511682804482140421499,1794997313902045589109494400,209,50,157681523,14241140990
28,2419201,CLAIM,0x8105660Af15a4eB54Fa0571BC84DFBEC0294A99A,94608914,3912040145946706494063,1304013381982235498016,5011201,25765511682804482140421499,1794997313902045589109494400,209,30,94608914,14146532076
28,2419201,CLAIM,0xa78Cac12f68179fd780Ae347F8D4F170FC615D0C,56765348,3912040145946706494063,1304013381982235498016,5011201,25765511682804482140421499,1794997313902045589109494400,209,18,56765348,14089766728
28,2419201,CLAIM,0x6f64f6D0d58ACABD288774e993d9caCFa3FC88eE,22075413,3912040145946706494063,1304013381982235498016,5011201,25765511682804482140421499,1794997313902045589109494400,209,7,22075413,14067691315
28,2419201,CLAIM,0x949e63296823174a1d244FfbC90EC87d75C40936,78840761,3912040145946706494063,1304013381982235498016,5011201,25765511682804482140421499,1794997313902045589109494400,209,25,78840761,13988850554
28,2419201,CLAIM,0x4Eb7Cb5411D13014A69EDc089AA75a6E1fd0Aa68,37843565,3912040145946706494063,1304013381982235498016,5011201,25765511682804482140421499,1794997313902045589109494400,209,12,37843565,13951006989
28,2419201,CLAIM,0x5F51853276D59b6C99D2042B16B92861C52542d1,28382674,3912040145946706494063,1304013381982235498016,5011201,25765511682804482140421499,1794997313902045589109494400,209,9,28382674,13922624315
28,2419201,CLAIM,0x19e119167095b4F035A906eAFBb66d733545E208,12614521,3912040145946706494063,1304013381982235498016,5011201,25765511682804482140421499,1794997313902045589109494400,209,4,12614521,13910009794
28,2419201,CLAIM,0xd762E1dF1a61F5b70b30Cd74d3127489Af15D974,104069805,3912040145946706494063,1304013381982235498016,5011201,25765511682804482140421499,1794997313902045589109494400,209,33,104069805,13805939989
28,2419201,CLAIM,0xc3D8008aE66FeA0044187cc7cd0E3Fb202FD4041,66226240,3912040145946706494063,1304013381982235498016,5011201,25765511682804482140421499,1794997313902045589109494400,209,21,66226240,13739713749
28,2419201,TAKADAO_CLAIM,0x078f490882dF07cf2DF165C57EA0901ad123FE63,219702923,3912040145946706494063,1304013381982235498016,5011201,25765511682804482140421499,1794997313902045589109494400,209,0,219702923,13520010826
29,2505601,DEPOSIT,0x8Be46BE34e3CCd3BCdDabCe1E7Ed397CB8Cf8731,800000000,4013120289229964425742,1337706763076654808575,5097601,27382737848401589514043715,1907664070105310736138076800,209,0,0,14320010826
30,2592001,DEPOSIT,0x8Be46BE34e3CCd3BCdDabCe1E7Ed397CB8Cf8731,500000000,4024025538848224870809,1341341846282741623597,5184001,29041750255049766195307393,2023241934435133711598956800,209,0,0,14820010826
30,2592001,CLAIM,0x5935897A39AFABbedA5a599D38236E7Df151C8b8,163811928,4024025538848224870809,1341341846282741623597,5184001,29041750255049766195307393,2023241934435133711598956800,209,50,163811928,14656198898
30,2592001,CLAIM,0x8105660Af15a4eB54Fa0571BC84DFBEC0294A99A,98287157,4024025538848224870809,1341341846282741623597,5184001,29041750255049766195307393,2023241934435133711598956800,209,30,98287157,14557911741
30,2592001,CLAIM,0xa78Cac12f68179fd780Ae347F8D4F170FC615D0C,58972294,4024025538848224870809,1341341846282741623597,5184001,29041750255049766195307393,2023241934435133711598956800,209,18,58972294,14498939447
30,2592001,CLAIM,0x6f64f6D0d58ACABD288774e993d9caCFa3FC88eE,22933670,4024025538848224870809,1341341846282741623597,5184001,29041750255049766195307393,2023241934435133711598956800,209,7,22933670,14476005777
30,2592001,CLAIM,0x949e63296823174a1d244FfbC90EC87d75C40936,81905964,4024025538848224870809,1341341846282741623597,5184001,29041750255049766195307393,2023241934435133711598956800,209,25,81905964,14394099813
30,2592001,CLAIM,0x4Eb7Cb5411D13014A69EDc089AA75a6E1fd0Aa68,39314862,4024025538848224870809,1341341846282741623597,5184001,29041750255049766195307393,2023241934435133711598956800,209,12,39314862,14354784951
30,2592001,CLAIM,0x5F51853276D59b6C99D2042B16B92861C52542d1,29486147,4024025538848224870809,1341341846282741623597,5184001,29041750255049766195307393,2023241934435133711598956800,209,9,29486147,14325298804
30,2592001,CLAIM,0x19e119167095b4F035A906eAFBb66d733545E208,13104954,4024025538848224870809,1341341846282741623597,5184001,29041750255049766195307393,2023241934435133711598956800,209,4,13104954,14312193850
30,2592001,CLAIM,0xd762E1dF1a61F5b70b30Cd74d3127489Af15D974,108115872,4024025538848224870809,1341341846282741623597,5184001,29041750255049766195307393,2023241934435133711598956800,209,33,108115872,14204077978
30,2592001,CLAIM,0xc3D8008aE66FeA0044187cc7cd0E3Fb202FD4041,68801010,4024025538848224870809,1341341846282741623597,5184001,29041750255049766195307393,2023241934435133711598956800,209,21,68801010,14135276968
30,2592001,TAKADAO_CLAIM,0x078f490882dF07cf2DF165C57EA0901ad123FE63,228244620,4024025538848224870809,1341341846282741623597,5184001,29041750255049766195307393,2023241934435133711598956800,209,0,228244620,13907032348
